CIP106094T;2606;170317;01/03/17
103472;;170317;01/03/17
106096;13909;170317;01/03/17
104473;2109;170317;01/03/17
107063;935;170317;01/03/17
51-48;eHd;170317;01/03/17
CIP104220;2717;170321;01/03/17
CIP52-55;2717 (pas 55-55 erreur);170317;01/03/17
CIP103754;2717;170317;01/03/17
CIP103214;2717;170317;01/03/17
CIP111318T;2717;170317;01/03/17
CIP104596;347;170324, 170327;16/03/17
CIP104536T; 33509;170324, 170327;16/03/17
CIP105386;;170324, 170327;16/03/17
CIP104534T;;170324, 170327;16/03/17
CIP105395T;;170324, 170327;16/03/17
CIP107998T;506;170324, 170327,170404;16/03/17
CIP105293T;546;170324, 170327;16/03/17
CIP110083;4817;170324, 170327;16/03/17
CIP104750T;4817;170331;16/03/17
CIP110519;4817;170414;16/03/17
CIP104270;4817;170404;16/03/17
CIP103472T;;170404;16/03/17
CIP103627;4817;170407;16/03/17
CIP111330;avant prod;170407;16/03/17
CIP111304;5817;170407;16/03/17
CIP107827T;11903;170421, 170426;24/03/17
CIP105423T;627;170421;24/03/17
CIP106349T;905;170421;24/03/17
CIP111154T;4817;170421;24/03/17
CIP111117;4817;170421;24/03/17
CIP111115T;4817;170421;24/03/17
CIP111063T;4817;170421;24/03/17
CIP111171;34216;170421;24/03/17
CIP111173;34216;170421;24/03/17
CIP111351T;avt prod);170425;24/03/17
CIP111103T;4817;170421;05/04/17
CIP109753;33207;170421 2eme;05/04/17
CIP108840T;2710;170421 2eme;05/04/17
CIP107217;1078;170421 2eme;05/04/17
CIP106324;;170428;19/04/17
CIP52-171;27904;170428;19/04/17
CRBIP14-15;13705;170428;19/04/17
CIP53-126;4315;170428;19/04/17
CIP105917;;170428;19/04/17
CIP107871;;170428;19/04/17
CIP52-172;7912;170428;19/04/17
CIP105283;;170428;19/04/17
CIP110281;;170428;19/04/17
CIP107196;;170428;19/04/17
CIP103571;;170428;19/04/17
CIP110354;;170428;19/04/17
CIP106327;;170428;19/04/17
CIP106325;;170428;19/04/17
CIP107195;;170428;19/04/17
CIP105423T;;Résultat réçu pour la même souche  le 170421;20/04/17
CIP105395T;;Résultats réçu pour les mêmes souches  les 170324, 170327;20/04/17
CIP106867T;;170428;20/04/17
CIP111323;2717;170505;02/05/17
CIP111319T;2717 pas de souche;170505;02/05/17
CIP111328T;9317;170505;02/05/17
CIP4-83;9317;170505;02/05/17
CIP56-39;27816;170505;02/05/17
CIP111183T;4817;170505;02/05/17
CIP105516T;9317;170505;02/05/17
CIP109456T;33415;170505;02/05/17
CIP110856;8017;170512;03/05/2017
CIP106415;8017;170512;03/05/2017
CIP111192T;0917;170524;03/05/2017
CIP111193T;0917;170524;03/05/2017
CIP77-26T;8017;170524;03/05/2017
CIP59-60;8017;170524;03/05/2017
CIP108390T;;170524;03/05/2017
CIP54-7;8017;170524;03/05/2017
CIP104534T;9317;170516;04/05/2017
CIP110629T;9317;170516;04/05/2017
CIP109214T;2710;170512;04/05/2017
CIP109241T;2710;170512;04/05/2017
CIP107957T;21709;170512;04/05/2017
CIP109890T;34608;170512;04/05/2017
CIP110183T;24410;170512;04/05/2017
CIP109994;18109;170512;05/05/2017
CIP76-110;10917;170512;04/05/2017
CIP76-110;10917;170512;04/05/2017
CIP108383;28004;170512;04/05/2017
CIP110349;36311;170512;04/05/2017
CIP111320;2717;170512;04/05/2017
CIP111321;2717;170512;04/05/2017
CIP111322T;2717;170512;04/05/2017
CIP111329T;9317;170512;04/05/2017
CIP111097T;8017;170512;04/05/2017
CIP107998T;506;170602, 170609;12/05/2017
CIP107827T;11903;170609;12/05/2017
CIP111363T;10917;170620;08/06/2017
CIP102375;11517;170620;08/06/2017
CIP78-31;11517;170620;08/06/2017
CIP107063;8017;170620;08/06/2017
CIP111345T;8017;170620;08/06/2017
CIP69-24;11517;170620, 170627;08/06/2017
CIP110783T;11517;170620;08/06/2017
CIP110983T;9317;170620;08/06/2017
CIP108750T;;170620;08/06/2017
CIP109464T;;170620;08/06/2017
CIP109489T;;170620;08/06/2017
CIP109980;;170620;08/06/2017
CIP109574T;;170620;08/06/2017
CIP111364T;13617;170630;26/06/2017
CIP111014T;;170630;26/06/2017
CIP102662;13617;170630, 170711;26/06/2017
CIP106532T;13617;170630;26/06/2017
CIP110784T;11517;170630, 170711;26/06/2017
CIP107457T;1073 avant prod;170630;26/06/2017
CIP107849T;32716;170630;26/06/2017
CIP109029;13617;170630;26/06/2017
